state,district,week_start,week_end,crop_condition,hi_crop_condition,advisory,hi_advisory
Maharashtra,Parbhani,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Parbhani. Farmers should continue with routine crop care maintain timely irrigation, ensure fields are weed-free, and monitor vigilantly for any signs of pests or diseases. Adhere to recommended agronomic practices based on the crop’s growth stage and current weather patterns.","परभणी के लिए ताज़ा सलाह में किसी विशेष फसल की स्थिति का उल्लेख नहीं किया गया है। किसान नियमित फसल देखभाल कार्य करें—समय पर सिंचाई करें, खेतों को खरपतवार-मुक्त रखें, और कीट या रोगों के किसी भी लक्षण की सतर्क निगरानी करें। फसल की वृद्धि अवस्था और वर्तमान मौसम की स्थिति के अनुसार कृषि तकनीकों का पालन करें।","Farmers in Parbhani should start sowing only after receiving 75–100 mm of rainfall. Use short-duration Bt or non-Bt varieties for rainfed areas and medium to late-duration varieties for irrigated areas. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole. Apply biofertilizers such as Azotobacter and PSB. Use Pendimethalin @700 ml per acre as a pre-emergence herbicide. Include greengram or blackgram as intercrops. Follow recommended spacing and fertilizer doses.","परभणी में किसानों को 75–100 मिमी वर्षा होने के बाद ही बुवाई शुरू करनी चाहिए। बारिश पर निर्भर क्षेत्रों के लिए जल्दी पकने वाली Bt या नॉन-Bt किस्में और सिंचाई वाले क्षेत्रों के लिए मध्यम से देर से पकने वाली किस्में उपयोग करें। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। अजोताबैक्टर और PSB जैसे जैव उर्वरकों का प्रयोग करें। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ छिड़कें। ग्रीनग्राम या ब्लैकग्राम को अंतरवर्तीय फसल के रूप में लगाएं। उचित दूरी और उर्वरक मात्रा का पालन करें।"
Maharashtra,Dhule,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Dhule. Farmers should continue regular crop care practices ensure timely irrigation, maintain weed control, and monitor fields closely for any signs of pests or diseases. Follow agronomic measures suited to the crop’s current growth stage and prevailing weather conditions.","धुले के लिए ताज़ा सलाह में किसी विशेष फसल की स्थिति का उल्लेख नहीं किया गया है। किसान नियमित फसल देखभाल कार्य जारी रखें—समय पर सिंचाई करें, खेतों में खरपतवार नियंत्रण करें, और कीट या रोगों के लक्षणों की सतर्क निगरानी करें। फसल की वर्तमान विकास अवस्था और मौजूदा मौसम के अनुसार कृषि वैज्ञानिकों द्वारा सुझाए तरीकों का पालन करें।","Farmers in Dhule should start sowing only after receiving 75–100 mm of rainfall. Use short-duration Bt or non-Bt varieties for rainfed areas and medium to late-duration varieties for irrigated areas. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole. Apply biofertilizers like Azotobacter and PSB. Use Pendimethalin @700 ml per acre as a pre-emergence herbicide. Include greengram or blackgram as intercrops. Follow recommended spacing and fertilizer doses.","धुले में किसानों को 75–100 मिमी वर्षा होने के बाद ही बुवाई शुरू करनी चाहिए। बारिश पर निर्भर क्षेत्रों के लिए जल्दी पकने वाली Bt या नॉन-Bt किस्में और सिंचाई वाले क्षेत्रों के लिए मध्यम से देर से पकने वाली किस्में उपयोग करें। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। अजोताबैक्टर और PSB जैसे जैव उर्वरक लगाएं। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ छिड़काव करें। ग्रीनग्राम या ब्लैकग्राम को अंतरवर्तीय फसल के रूप में लगाएं। उचित दूरी और उर्वरक मात्रा का पालन करें।"
Maharashtra,Nandurbar,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Nandurbar. Farmers are advised to continue regular crop care measures maintain timely irrigation, manage weeds effectively, and closely monitor for any signs of pests or diseases. Follow agronomic practices suited to your crop’s current growth stage and stay tuned to local weather forecasts.","नंदुरबार के लिए नवीनतम सलाह में फसल की कोई विशिष्ट स्थिति उल्लेखित नहीं है। किसान नियमित फसल देखभाल कार्य जारी रखें—समय पर सिंचाई करें, खरपतवार प्रभावी रूप से नियंत्रित करें, और कीट या रोगों के किसी भी लक्षण की सतर्क निगरानी करें। अपनी फसल की विकास अवस्था और स्थानीय मौसम का ध्यान रखते हुए कृषि वैज्ञानिकों द्वारा सुझाए गए उपायों का पालन करें।","Farmers in Nandurbar should start sowing only after receiving 75–100 mm of rainfall. Use short-duration Bt or non-Bt varieties for rainfed areas and medium to late-duration varieties for irrigated areas. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole. Apply biofertilizers like Azotobacter and PSB. Use Pendimethalin @700 ml per acre as a pre-emergence herbicide. Include greengram or blackgram as intercrops. Follow recommended spacing and fertilizer doses.","नंदुरबार में किसानों को 75–100 मिमी वर्षा होने के बाद ही बुवाई शुरू करनी चाहिए। बारिश पर निर्भर क्षेत्रों के लिए जल्दी पकने वाली Bt या नॉन-Bt किस्में और सिंचाई वाले क्षेत्रों के लिए मध्यम से देर से पकने वाली किस्में उपयोग करें। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। अजोताबैक्टर और PSB जैसे जैव उर्वरक लगाएं। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ छिड़काव करें। ग्रीनग्राम या ब्लैकग्राम को अंतरवर्तीय फसल के रूप में लगाएं। उचित दूरी और उर्वरक मात्रा का पालन करें।"
Maharashtra,Jalgaon,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Jalgaon. Farmers are advised to continue standard crop care practices maintain timely irrigation, control weeds promptly, and monitor fields vigilantly for any signs of pests or diseases. Follow recommended agronomic measures tailored to the crop’s current growth stage and prevailing weather conditions.","जलगांव के लिए नवीनतम सलाह में किसी विशिष्ट फसल की अवस्था का उल्लेख नहीं किया गया है। किसान नियमित फसल देखभाल जारी रखें—समय से सिंचाई करें, खरपतवार समय पर हटाएं, और कीट या रोगों के संकेतों के लिए खेतों की सतर्क निगरानी करें। फसल की वर्तमान वृद्धि अवस्था और स्थानिक मौसम की स्थिति के अनुसार कृषि तकनीकों का पालन करें।","Farmers in Jalgaon should start sowing only after receiving 75–100 mm of rainfall. Use short-duration Bt or non-Bt varieties for rainfed areas and medium to late-duration varieties for irrigated areas. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole. Apply biofertilizers like Azotobacter and PSB. Use Pendimethalin @700 ml per acre as a pre-emergence herbicide. Include greengram or blackgram as intercrops. Follow recommended spacing and fertilizer doses.","जलगांव में किसानों को 75–100 मिमी वर्षा होने के बाद ही बुवाई शुरू करनी चाहिए। बारिश पर निर्भर क्षेत्रों के लिए जल्दी पकने वाली Bt या नॉन-Bt किस्में और सिंचाई वाले क्षेत्रों के लिए मध्यम से देर से पकने वाली किस्में उपयोग करें। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। अजोताबैक्टर और PSB जैसे जैव उर्वरक लगाएं। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ छिड़काव करें। ग्रीनग्राम या ब्लैकग्राम को अंतरवर्तीय फसल के रूप में लगाएं। उचित दूरी और उर्वरक मात्रा का पालन करें।"
Maharashtra,Ahmednagar,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Ahmednagar. Farmers are advised to continue regular crop management measures maintain timely irrigation, control weeds effectively, and monitor fields vigilantly for any signs of pests or diseases. Follow agronomic practices suited to the crop’s current growth stage and local weather conditions.","अहमदनगर के लिए ताज़ा सलाह में फसल की कोई विशेष स्थिति उल्लेखित नहीं है। किसान नियमित फसल देखभाल कार्य करें—समय पर सिंचाई करें, खरपतवार को प्रभावी रूप से नियंत्रित रखें और कीट या रोगों के किसी भी लक्षण की सतर्क निगरानी करें। फसल की मौजूदा विकास अवस्था और स्थानीय मौसम के अनुसार कृषि तरीकों का पालन करें।","Farmers in Ahmednagar should start sowing only after receiving 75–100 mm of rainfall. Use short-duration Bt or non-Bt varieties for rainfed areas and medium to late-duration varieties for irrigated areas. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole. Apply biofertilizers such as Azotobacter and PSB. Use Pendimethalin @700 ml per acre as a pre-emergence herbicide. Include greengram or blackgram as intercrops. Follow recommended spacing and fertilizer doses.","अहमदनगर में किसानों को 75–100 मिमी वर्षा होने के बाद ही बुवाई शुरू करनी चाहिए। बारिश पर निर्भर क्षेत्रों के लिए जल्दी पकने वाली Bt या नॉन-Bt किस्में और सिंचाई वाले क्षेत्रों के लिए मध्यम से देर से पकने वाली किस्में उपयोग करें। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। अजोताबैक्टर और PSB जैसे जैव उर्वरक लगाएं। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ छिड़काव करें। ग्रीनग्राम या ब्लैकग्राम को अंतरवर्तीय फसल के रूप में लगाएं। उचित दूरी और उर्वरक मात्रा का पालन करें।"
Maharashtra,Aurangabad,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Aurangabad. Farmers are advised to continue routine crop management practices maintain timely irrigation, ensure effective weed control, and monitor fields vigilantly for any signs of pest or disease. Implement agronomic measures appropriate to the crop's current growth stage and stay tuned to local weather updates.","औरंगाबाद के लिए नवीनतम सलाह में किसी विशेष फसल की स्थिति का उल्लेख नहीं किया गया है। किसान नियमित फसल प्रबंधन कार्य करें—समय पर सिंचाई करें, खरपतवार को प्रभावी रूप से नियंत्रित करें, और कीट या रोगों के किसी भी लक्षण की सतर्क निगरानी रखें। फसल की वर्तमान वृद्धि अवस्था और स्थानीय मौसम के अनुसार कृषि तकनीकों का पालन करें।","Farmers in Aurangabad should start sowing only after receiving 75–100 mm of rainfall. Use short-duration Bt or non-Bt varieties for rainfed areas and medium to late-duration varieties for irrigated areas. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole. Apply biofertilizers like Azotobacter and PSB. Use Pendimethalin @700 ml per acre as a pre-emergence herbicide. Include greengram or blackgram as intercrops. Follow recommended spacing and fertilizer doses.","औरंगाबाद में किसानों को 75–100 मिमी वर्षा होने के बाद ही बुवाई शुरू करनी चाहिए। बारिश पर निर्भर क्षेत्रों के लिए जल्दी पकने वाली Bt या नॉन-Bt किस्में और सिंचाई वाले क्षेत्रों के लिए मध्यम से देर से पकने वाली किस्में उपयोग करें। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। अजोताबैक्टर और PSB जैसे जैव उर्वरक लगाएं। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ छिड़काव करें। ग्रीनग्राम या ब्लैकग्राम को अंतरवर्तीय फसल के रूप में लगाएं। उचित दूरी और उर्वरक मात्रा का पालन करें।"
Maharashtra,Jalna,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Jalna. Farmers should continue with standard crop care practices ensure timely irrigation, maintain effective weed control, and remain vigilant for early signs of pests or diseases. Follow agronomic recommendations appropriate for the current growth stage of the crop and stay updated with local weather conditions.","जालना के लिए ताज़ा सलाह में किसी विशिष्ट फसल की अवस्था का उल्लेख नहीं किया गया है। किसान नियमित फसल देखभाल कार्य करें—समय पर सिंचाई करें, खरपतवार को प्रभावी रूप से नियंत्रित करें और प्रारंभिक कीट या रोगों के लक्षणों की सतर्क निगरानी रखें। फसल की वर्तमान विकास अवस्था और स्थानीय मौसम की स्थिति के अनुसार कृषि तकनीकों का पालन करें।","Farmers in Jalna should start sowing only after receiving 75–100 mm of rainfall. Use short-duration Bt or non-Bt varieties for rainfed areas and medium to late-duration varieties for irrigated areas. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole. Apply biofertilizers like Azotobacter and PSB. Use Pendimethalin @700 ml per acre as a pre-emergence herbicide. Include greengram or blackgram as intercrops. Follow recommended spacing and fertilizer doses.","जालना में किसानों को 75–100 मिमी वर्षा होने के बाद ही बुवाई शुरू करनी चाहिए। बारिश पर निर्भर क्षेत्रों के लिए जल्दी पकने वाली Bt या नॉन-Bt किस्में और सिंचाई वाले क्षेत्रों के लिए मध्यम से देर से पकने वाली किस्में उपयोग करें। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। अजोताबैक्टर और PSB जैसे जैव उर्वरक लगाएं। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ छिड़काव करें। ग्रीनग्राम या ब्लैकग्राम को अंतरवर्तीय फसल के रूप में लगाएं। उचित दूरी और उर्वरक मात्रा का पालन करें।"
Maharashtra,Beed,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Beed. Farmers should continue with standard crop care practices maintain timely irrigation, ensure fields are free from weeds, and monitor closely for any signs of pests or diseases. Follow agronomic recommendations suited to the crop’s current growth stage and local weather conditions.","बीड के लिए नवीनतम सलाह में किसी विशेष फसल की अवस्था का उल्लेख नहीं किया गया है। किसान नियमित फसल देखभाल कार्य करें—समय पर सिंचाई करें, खेतों को खरपतवार-मुक्त रखें, और कीट या रोगों के किसी भी लक्षण की सतर्क निगरानी करें। फसल की वर्तमान विकास अवस्था और स्थानीय मौसम के अनुसार कृषि तकनीकों का पालन करें।","Farmers in Beed should start sowing only after receiving 75–100 mm of rainfall. Use short-duration Bt or non-Bt varieties for rainfed areas and medium to late-duration varieties for irrigated areas. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole. Apply biofertilizers like Azotobacter and PSB. Use Pendimethalin @700 ml per acre as a pre-emergence herbicide. Include greengram or blackgram as intercrops. Follow recommended spacing and fertilizer doses.","बीड में किसानों को 75–100 मिमी वर्षा होने के बाद ही बुवाई शुरू करनी चाहिए। बारिश पर निर्भर क्षेत्रों के लिए जल्दी पकने वाली Bt या नॉन-Bt किस्में और सिंचाई वाले क्षेत्रों के लिए मध्यम से देर से पकने वाली किस्में उपयोग करें। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। अजोताबैक्टर और PSB जैसे जैव उर्वरक लगाएं। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ छिड़काव करें। ग्रीनग्राम या ब्लैकग्राम को अंतरवर्तीय फसल के रूप में लगाएं। उचित दूरी और उर्वरक मात्रा का पालन करें।"
Maharashtra,Nanded,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Nanded. Farmers should continue standard crop care practices maintain timely irrigation, keep fields free from weeds, and monitor vigilantly for any signs of pests or diseases. Follow agronomic recommendations suited to the crop’s current growth stage and local weather conditions.","नांदेड़ के लिए ताज़ा सलाह में किसी विशेष फसल की अवस्था का उल्लेख नहीं किया गया है। किसान नियमित फसल देखभाल कार्य करें—समय पर सिंचाई करें, खेतों को खरपतवार-मुक्त रखें, और कीट या रोगों के किसी आगमन संकेत की सतर्क निगरानी करें। फसल की वर्तमान विकास अवस्था और स्थानीय मौसम के अनुसार कृषि तकनीकों का पालन करें।","Farmers in Nanded should start sowing only after receiving 75–100 mm of rainfall. Use short-duration Bt or non-Bt varieties for rainfed areas and medium to late-duration varieties for irrigated areas. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole. Apply biofertilizers like Azotobacter and PSB. Use Pendimethalin @700 ml per acre as a pre-emergence herbicide. Include greengram or blackgram as intercrops. Follow recommended spacing and fertilizer doses.","नांदेड में किसानों को 75–100 मिमी वर्षा होने के बाद ही बुवाई शुरू करनी चाहिए। बारिश पर निर्भर क्षेत्रों के लिए जल्दी पकने वाली Bt या नॉन-Bt किस्में और सिंचाई वाले क्षेत्रों के लिए मध्यम से देर से पकने वाली किस्में उपयोग करें। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। अजोताबैक्टर और PSB जैसे जैव उर्वरक लगाएं। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ छिड़काव करें। ग्रीनग्राम या ब्लैकग्राम को अंतरवर्तीय फसल के रूप में लगाएं। उचित दूरी और उर्वरक मात्रा का पालन करें।"
Maharashtra,Hingoli,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Hingoli. Farmers should continue standard crop care practices maintain timely irrigation, keep fields free from weeds, and monitor vigilantly for any signs of pests or diseases. Follow agronomic recommendations suited to the crop’s current growth stage and local weather conditions.","हिंगोली के लिए ताज़ा सलाह में किसी विशेष फसल की अवस्था का उल्लेख नहीं किया गया है। किसान नियमित फसल देखभाल कार्य करें—समय पर सिंचाई करें, खेतों को खरपतवार-मुक्त रखें, और कीट या रोगों के किसी आगमन संकेत की सतर्क निगरानी करें। फसल की वर्तमान विकास अवस्था और स्थानीय मौसम के अनुसार कृषि तकनीकों का पालन करें।","Farmers in Hingoli should start sowing only after receiving 75–100 mm of rainfall. Use short-duration Bt or non-Bt varieties for rainfed areas and medium to late-duration varieties for irrigated areas. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole. Apply biofertilizers like Azotobacter and PSB. Use Pendimethalin @700 ml per acre as a pre-emergence herbicide. Include greengram or blackgram as intercrops. Follow recommended spacing and fertilizer doses.","हिंगोली में किसानों को 75–100 मिमी वर्षा होने के बाद ही बुवाई शुरू करनी चाहिए। बारिश पर निर्भर क्षेत्रों के लिए जल्दी पकने वाली Bt या नॉन-Bt किस्में और सिंचाई वाले क्षेत्रों के लिए मध्यम से देर से पकने वाली किस्में उपयोग करें। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। अजोताबैक्टर और PSB जैसे जैव उर्वरक लगाएं। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ छिड़काव करें। ग्रीनग्राम या ब्लैकग्राम को अंतरवर्तीय फसल के रूप में लगाएं। उचित दूरी और उर्वरक मात्रा का पालन करें।"
Maharashtra,Buldhana,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Buldhana. Farmers should continue with standard crop care practices maintain timely irrigation, keep fields free from weeds, and monitor vigilantly for any signs of pests or diseases. Follow agronomic recommendations suited to the crop’s current growth stage and local weather conditions.","बुलढाणा के लिए ताज़ा सलाह में किसी विशेष फसल की अवस्था का उल्लेख नहीं किया गया है। किसान नियमित फसल देखभाल कार्य करें—समय पर सिंचाई करें, खेतों को खरपतवार-मुक्त रखें, और कीट या रोगों के किसी आगमन संकेत की सतर्क निगरानी करें। फसल की वर्तमान विकास अवस्था और स्थानीय मौसम के अनुसार कृषि तकनीकों का पालन करें।","Farmers in Buldhana should start sowing only after receiving 75–100 mm of rainfall. Use short-duration Bt or non-Bt varieties for rainfed areas and medium to late-duration varieties for irrigated areas. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole. Apply biofertilizers like Azotobacter and PSB. Use Pendimethalin @700 ml per acre as a pre-emergence herbicide. Include greengram or blackgram as intercrops. Follow recommended spacing and fertilizer doses.","बुलढाणा में किसानों को 75–100 मिमी वर्षा होने के बाद ही बुवाई शुरू करनी चाहिए। बारिश पर निर्भर क्षेत्रों के लिए जल्दी पकने वाली Bt या नॉन-Bt किस्में और सिंचाई वाले क्षेत्रों के लिए मध्यम से देर से पकने वाली किस्में उपयोग करें। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। अजोताबैक्टर और PSB जैसे जैव उर्वरक लगाएं। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ छिड़काव करें। ग्रीनग्राम या ब्लैकग्राम को अंतरवर्तीय फसल के रूप में लगाएं। उचित दूरी और उर्वरक मात्रा का पालन करें।"
Maharashtra,Washim,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Washim. Farmers should continue with standard crop care practices maintain timely irrigation, keep fields free from weeds, and monitor vigilantly for any signs of pests or diseases. Follow agronomic recommendations suited to the crop’s current growth stage and local weather conditions.","वाशिम के लिए ताज़ा सलाह में किसी विशेष फसल की अवस्था का उल्लेख नहीं किया गया है। किसान नियमित फसल देखभाल कार्य करें—समय पर सिंचाई करें, खेतों को खरपतवार-मुक्त रखें, और कीट या रोगों के किसी आगमन संकेत की सतर्क निगरानी करें। फसल की वर्तमान विकास अवस्था और स्थानीय मौसम के अनुसार कृषि तकनीकों का पालन करें।","Farmers in Washim should start sowing only after receiving 75–100 mm of rainfall. For rainfed areas, use short-duration Bt or non-Bt varieties, and for irrigated areas, opt for medium to late-duration varieties. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole. Apply biofertilizers like Azotobacter and PSB. Use Pendimethalin @700 ml per acre as a pre-emergence herbicide. Include greengram or blackgram as intercrops. Follow the recommended spacing and fertilizer doses for optimal growth.","वाशीम में किसानों को 75–100 मिमी वर्षा होने के बाद ही बुवाई शुरू करनी चाहिए। बारिश पर निर्भर क्षेत्रों के लिए जल्दी पकने वाली Bt या नॉन-Bt किस्में और सिंचाई वाले क्षेत्रों के लिए मध्यम से देर से पकने वाली किस्में उपयोग करें। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। अजोताबैक्टर और PSB जैसे जैव उर्वरक लगाएं। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ छिड़काव करें। ग्रीनग्राम या ब्लैकग्राम को अंतरवर्तीय फसल के रूप में लगाएं। उचित दूरी और उर्वरक मात्रा का पालन करें।"
Maharashtra,Amravati,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Amravati. Farmers should continue standard crop care practices maintain timely irrigation, keep fields free from weeds, and monitor vigilantly for any signs of pests or diseases. Follow agronomic recommendations suited to the crop’s current growth stage and local weather conditions.","अमरावती के लिए ताज़ा सलाह में किसी विशेष फसल की अवस्था का उल्लेख नहीं किया गया है। किसान नियमित फसल देखभाल कार्य करें—समय पर सिंचाई करें, खेतों को खरपतवार-मुक्त रखें, और कीट या रोगों के किसी आगमन संकेत की सतर्क निगरानी करें। फसल की वर्तमान विकास अवस्था और स्थानीय मौसम के अनुसार कृषि तकनीकों का पालन करें।","Farmers in Amravati should start sowing only after receiving 75–100 mm of rainfall. Use short-duration Bt or non-Bt varieties for rainfed areas and medium to late-duration varieties for irrigated areas. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole. Add Azotobacter and PSB as biofertilizers. Apply Pendimethalin @700 ml per acre as a pre-emergence herbicide. Include greengram or blackgram as intercrops. Ensure to follow the recommended spacing and fertilizer doses for healthy crop growth.","अमरावती में किसानों को 75–100 मिमी वर्षा होने के बाद ही बुवाई शुरू करनी चाहिए। बारिश पर निर्भर क्षेत्रों के लिए जल्दी पकने वाली Bt या नॉन-Bt किस्में और सिंचाई वाले क्षेत्रों के लिए मध्यम से देर से पकने वाली किस्में उपयोग करें। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। अजोताबैक्टर और PSB जैसे जैव उर्वरक डालें। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ छिड़काव करें। ग्रीनग्राम या ब्लैकग्राम को अंतरवर्तीय फसल के रूप में लगाएं। उचित दूरी और उर्वरक मात्रा का पालन करें ताकि फसल स्वस्थ रूप से विकसित हो।"
Maharashtra,Yavatmal,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Yavatmal. Farmers should continue with routine crop care practices ensure timely irrigation, maintain weed-free fields, and regularly monitor for early signs of pests or diseases. Follow agronomic practices appropriate to the current crop stage and local weather conditions.","यवतमाल के लिए ताज़ा सलाह में किसी विशेष फसल की स्थिति का उल्लेख नहीं किया गया है। किसान नियमित फसल देखभाल कार्य करें—समय पर सिंचाई करें, खेत को खरपतवार-मुक्त रखें, और कीट या रोगों के प्रारंभिक लक्षणों की नियमित निगरानी करें। फसल की वर्तमान अवस्था और स्थानीय मौसम की स्थिति के अनुसार कृषि तकनीकों का पालन करें।","Farmers in Yavatmal should start sowing only after receiving 75–100 mm of rainfall. Use short-duration Bt or non-Bt varieties for rainfed areas and medium to late-duration varieties for irrigated areas. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole. Apply biofertilizers like Azotobacter and PSB. Use Pendimethalin @700 ml per acre as a pre-emergence herbicide. Include greengram or blackgram as intercrops. Ensure proper spacing and follow the recommended fertilizer doses for healthy crop growth.","यवतमाल में किसानों को 75–100 मिमी वर्षा होने के बाद ही बुवाई शुरू करनी चाहिए। बारिश पर निर्भर क्षेत्रों के लिए जल्दी पकने वाली Bt या नॉन-Bt किस्में और सिंचाई वाले क्षेत्रों के लिए मध्यम से देर से पकने वाली किस्में उपयोग करें। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। अजोताबैक्टर और PSB जैसे जैव उर्वरक डालें। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ छिड़काव करें। ग्रीनग्राम या ब्लैकग्राम को अंतरवर्तीय फसल के रूप में लगाएं। उचित दूरी और उर्वरक मात्रा का पालन करें ताकि फसल स्वस्थ रूप से विकसित हो।"
Maharashtra,Wardha,6/16/2025,6/22/2025,"Crop-specific conditions are not mentioned in the latest advisory for Wardha. Farmers should continue with standard crop management practices ensure timely irrigation, keep fields clean and free of weeds, and regularly monitor for any signs of pests or diseases. Adopt agronomic recommendations suited to the crop’s growth stage and the prevailing weather conditions.","वर्धा के लिए ताज़ा सलाह में किसी विशेष फसल की स्थिति का उल्लेख नहीं किया गया है। किसान नियमित फसल प्रबंधन कार्य करें—समय पर सिंचाई करें, खेत को साफ और खरपतवार-मुक्त रखें, और कीट या रोगों के किसी भी लक्षण की नियमित निगरानी करें। फसल की वृद्धि अवस्था और मौजूदा मौसम के अनुसार कृषि तकनीकों का पालन करें।","Farmers in Wardha should begin sowing only after receiving 75–100 mm of rainfall. For rainfed areas, use short-duration Bt or non-Bt varieties, and for irrigated areas, opt for medium to late-duration varieties. Treat seeds with Carboxin + Thiram, Fluxapyroxad, or Tetraconazole. Add biofertilizers like Azotobacter and PSB to enhance soil health. Apply Pendimethalin @700 ml per acre as a pre-emergence herbicide. Incorporate greengram or blackgram as intercrops. Follow the recommended spacing and fertilizer doses for optimal growth and yield.","वर्धा में किसानों को 75–100 मिमी वर्षा होने के बाद ही बुवाई शुरू करनी चाहिए। बारिश पर निर्भर क्षेत्रों के लिए जल्दी पकने वाली Bt या नॉन-Bt किस्में और सिंचाई वाले क्षेत्रों के लिए मध्यम से देर से पकने वाली किस्में उपयोग करें। बीजों का उपचार Carboxin + Thiram, Fluxapyroxad या Tetraconazole से करें। अजोताबैक्टर और PSB जैसे जैव उर्वरक डालें ताकि मिट्टी की सेहत बेहतर हो। प्री-इमर्जेंस खरपतवार नियंत्रण के लिए पेंडिमेथालिन @700 मि.ली. प्रति एकड़ छिड़काव करें। ग्रीनग्राम या ब्लैकग्राम को अंतरवर्तीय फसल के रूप में लगाएं। उचित दूरी और उर्वरक मात्रा का पालन करें ताकि फसल बेहतर तरीके से विकसित हो और अधिक पैदावार मिले।"
