state,district,week_start,week_end,crop_condition,hi_crop_condition,advisory,hi_advisory
Gujarat,Ahmedabad,6/2/2025,6/8/2025,Sowing operations are yet to commence in Ahmedabad. Farmers are advised to complete land preparation and ensure availability of quality seeds for immediate sowing when conditions become favorable.,अहमदाबाद में अभी बुवाई कार्य शुरू नहीं हुआ है। किसानों को भूमि की तैयारी पूरी करने तथा अनुकूल परिस्थितियाँ बनते ही तुरंत बुवाई के लिए उत्तम गुणवत्ता के बीज उपलब्ध कराने की सलाह दी जाती है।,"Farmers in Ahmedabad are advised to apply 10 tonnes/ha Farm Yard Manure (FYM) along with basal fertilizers (20 kg phosphorus/ha and 75 kg potassium/ha). Avoid early sowing and use only certified seeds. For irrigated fields, pre-sowing irrigation is recommended to ensure optimal moisture conditions for crop establishment.","अहमदाबाद के किसानों को सलाह दी जाती है कि 10 टन/हेक्टेयर गोबर की खाद (FYM) के साथ आधार उर्वरक (20 किग्रा फॉस्फोरस/हेक्टेयर और 75 किग्रा पोटाश/हेक्टेयर) डालें। जल्दी बुवाई से बचें और केवल प्रमाणित बीज का उपयोग करें। सिंचित खेतों के लिए, फसल स्थापना हेतु उचित नमी सुनिश्चित करने के लिए बुवाई पूर्व सिंचाई की सलाह दी जाती है।"
Gujarat,Baroda,6/2/2025,6/8/2025,Sowing operations are yet to begin in Baroda. Farmers are advised to complete field preparations and keep seeds ready for timely sowing once conditions become favorable.,बड़ौदा में अभी बुवाई शुरू नहीं हुई है। किसानों को खेत की तैयारी पूरी करने तथा अनुकूल परिस्थितियाँ बनते ही समय पर बुवाई के लिए बीज तैयार रखने की सलाह दी जाती है।,"Farmers in Baroda (Vadodara) are advised to apply 10 tonnes/ha Farm Yard Manure (FYM) along with basal fertilizers (20 kg phosphorus/ha and 75 kg potassium/ha). Avoid early sowing and use only certified seeds. For irrigated fields, pre-sowing irrigation is recommended to ensure optimal moisture conditions for crop establishment.","बड़ौदा (वडोदरा) के किसानों को सलाह दी जाती है कि 10 टन/हेक्टेयर गोबर की खाद (FYM) के साथ आधार उर्वरक (20 किग्रा फॉस्फोरस/हेक्टेयर और 75 किग्रा पोटाश/हेक्टेयर) डालें। जल्दी बुवाई से बचें और केवल प्रमाणित बीज का उपयोग करें। सिंचित खेतों के लिए, फसल स्थापना हेतु उचित नमी सुनिश्चित करने के लिए बुवाई पूर्व सिंचाई की सलाह दी जाती है।"
Gujarat,Patan,6/2/2025,6/8/2025,Sowing operations are yet to commence in Patan. Farmers are advised to complete land preparation activities and ensure availability of quality seeds for immediate sowing when conditions become favorable.,पाटन में अभी बुवाई कार्य शुरू नहीं हुआ है। किसानों को भूमि की तैयारी पूरी करने तथा अनुकूल परिस्थितियाँ बनते ही तुरंत बुवाई के लिए उत्तम गुणवत्ता के बीज उपलब्ध कराने की सलाह दी जाती है।,"Farmers in Patan are advised to apply 10 tonnes/ha Farm Yard Manure (FYM) along with basal fertilizers (20 kg phosphorus/ha and 75 kg potassium/ha). Avoid early sowing and use only certified seeds. For irrigated fields, pre-sowing irrigation is recommended to ensure optimal moisture conditions for crop establishment.","पाटन के किसानों को सलाह दी जाती है कि 10 टन/हेक्टेयर गोबर की खाद (FYM) के साथ आधार उर्वरक (20 किग्रा फॉस्फोरस/हेक्टेयर और 75 किग्रा पोटाश/हेक्टेयर) डालें। जल्दी बुवाई से बचें और केवल प्रमाणित बीज का उपयोग करें। सिंचित खेतों के लिए, फसल स्थापना हेतु उचित नमी सुनिश्चित करने के लिए बुवाई पूर्व सिंचाई की सलाह दी जाती है।"
Gujarat,Mehesana,6/2/2025,6/8/2025,Sowing operations are yet to begin in Mehsana. Farmers are advised to complete field preparations and keep seeds ready for timely sowing once conditions become favorable.,मेहसाणा में अभी बुवाई शुरू नहीं हुई है। किसानों को खेत की तैयारी पूरी करने तथा अनुकूल परिस्थितियाँ बनते ही समय पर बुवाई के लिए बीज तैयार रखने की सलाह दी जाती है।,"Farmers in Mehsana are advised to apply 10 tonnes/ha Farm Yard Manure (FYM) along with basal fertilizers (20 kg phosphorus/ha and 75 kg potassium/ha). Avoid early sowing and use only certified seeds. For irrigated fields, pre-sowing irrigation is recommended to ensure optimal moisture conditions for crop establishment.","मेहसाणा के किसानों को सलाह दी जाती है कि 10 टन/हेक्टेयर गोबर की खाद (FYM) के साथ आधार उर्वरक (20 किग्रा फॉस्फोरस/हेक्टेयर और 75 किग्रा पोटाश/हेक्टेयर) डालें। जल्दी बुवाई से बचें और केवल प्रमाणित बीज का उपयोग करें। सिंचित खेतों के लिए, फसल स्थापना हेतु उचित नमी सुनिश्चित करने के लिए बुवाई पूर्व सिंचाई की सलाह दी जाती है।"
Madhya Pradesh,Khargaon,6/2/2025,6/8/2025,Field preparation is currently in progress in Khargone. Farmers are advised to complete land leveling and soil treatment for optimal seedbed conditions before sowing begins.,खरगोन में खेत की तैयारी का कार्य चल रहा है। किसानों को बुवाई से पहले भूमि समतलीकरण व मिट्टी उपचार पूरा करके उत्तम बीज बिस्तर तैयार करने की सलाह दी जाती है।,Farmers in Khargaon are advised to avoid pre-season sowing of cotton. Grow early to medium-maturing Bt/non-Bt varieties suitable for the region. Avoid planting cotton in fields that had cotton in the previous season to prevent pest/disease buildup.,खरगांव के किसानों को सलाह दी जाती है कि कपास की पूर्व-मौसम बुवाई से बचें। क्षेत्र के लिए उपयुक्त अल्प से मध्यम अवधि वाली बीटी/गैर-बीटी किस्में उगाएँ। पिछले सीजन में कपास उगाए गए खेतों में कपास न लगाएं ताकि कीट/रोगों का संचय रोका जा सके।
Madhya Pradesh,Dhar,6/2/2025,6/8/2025,Field preparation activities are currently in progress in Dhar. Farmers are advised to complete land leveling and soil treatment to ensure optimal seedbed conditions for upcoming sowing operations.,धार में खेत की तैयारी का कार्य चल रहा है। किसानों को भूमि समतलीकरण और मिट्टी उपचार पूरा करके आगामी बुवाई के लिए उत्तम बीज बिस्तर सुनिश्चित करने की सलाह दी जाती है।,Farmers in Dhar are advised to discourage pre-season sowing of cotton. Grow early to medium-maturing Bt/non-Bt varieties suitable for the region. Avoid planting cotton in fields that had cotton last year to prevent pest and disease buildup.,धार के किसानों को सलाह दी जाती है कि कपास की पूर्व-मौसम बुवाई से बचें। क्षेत्र के लिए उपयुक्त अल्प से मध्यम अवधि वाली बीटी/गैर-बीटी किस्में उगाएँ। पिछले साल कपास उगाए गए खेतों में कपास न लगाएं ताकि कीटों और रोगों का संचय रोका जा सके।
Madhya Pradesh,Khandwa,6/2/2025,6/8/2025,Field preparation is currently in progress in Khandwa. Farmers are advised to complete land leveling and soil treatment to create optimal seedbed conditions for the upcoming sowing season.,खंडवा में खेत की तैयारी का कार्य चल रहा है। किसानों को भूमि समतलीकरण और मिट्टी उपचार पूरा करके आगामी बुवाई के लिए उत्तम बीज बिस्तर तैयार करने की सलाह दी जाती है।,Farmers in Khandwa are advised to avoid pre-season sowing of cotton. Grow early to medium-maturing Bt/non-Bt varieties suitable for the region. Do not plant cotton in fields that had cotton in the previous season to prevent pest and disease buildup.,खंडवा के किसानों को सलाह दी जाती है कि कपास की पूर्व-मौसम बुवाई से बचें। क्षेत्र के लिए उपयुक्त अल्प से मध्यम अवधि वाली बीटी/गैर-बीटी किस्में उगाएँ। पिछले सीजन में कपास उगाए गए खेतों में कपास न लगाएं ताकि कीटों और रोगों का संचय रोका जा सके।
Maharashtra,Dhule,6/2/2025,6/8/2025,"Land preparation has been completed in Dhule, and field layout for sowing is currently in progress. Farmers are advised to finalize seed selection and ensure proper spacing for optimal crop establishment.",धुले में भूमि की तैयारी पूरी हो चुकी है और बुवाई के लिए खेत का लेआउट कार्य चल रहा है। किसानों को बीज चयन अंतिम रूप देने तथा फसल स्थापना के लिए उचित दूरी सुनिश्चित करने की सलाह दी जाती है।,Farmers in Dhule are advised to begin sowing only after receiving 75–100 mm rainfall. Use short-duration Bt/non-Bt varieties for rainfed conditions and mid/late varieties for irrigated fields. Treat seeds with Carboxin (1g/kg) or Thiram (3g/kg) and add Azotobacter (for nitrogen fixation) and PSB (20–25g/kg for phosphate solubilization). Include greengram or blackgram as intercrops in 1:1 row ratio. Apply Pendimethalin (700ml/acre) as pre-emergence weedicide. Follow recommended spacing and fertilizer doses based on cotton type,"धुले के किसानों को सलाह दी जाती है कि 75–100 मिमी वर्षा के बाद ही बुवाई शुरू करें। वर्षा आधारित खेती के लिए अल्प अवधि वाली बीटी/गैर-बीटी किस्में और सिंचित खेतों के लिए मध्यम/देरी से पकने वाली किस्में चुनें। बीजों को कार्बोक्सिन (1ग्रा/किग्रा) या थायरम (3ग्रा/किग्रा) से उपचारित करें तथा एजोटोबैक्टर (नाइट्रोजन स्थिरीकरण हेतु) और पीएसबी (20–25ग्रा/किग्रा, फॉस्फेट घोलीकरण हेतु) मिलाएँ। 1:1 पंक्ति अनुपात में मूंग/उड़द को अंतरफसल के रूप में उगाएँ। पेंडीमेथालिन (700मिली/एकड़) का पूर्व-अंकुरण खरपतवारनाशी के रूप में उपयोग करें। कपास प्रकार के अनुसार निर्धारित दूरी और उर्वरक मात्रा का पालन करें"
Maharashtra,Nandurbar,6/2/2025,6/8/2025,"Land preparation has been completed in Nandurbar, and field layout for sowing is currently in progress. Farmers are advised to finalize seed selection and ensure proper spacing for optimal crop establishment.",नंदुरबार में भूमि की तैयारी पूरी हो चुकी है और बुवाई के लिए खेत का लेआउट कार्य चल रहा है। किसानों को बीज चयन अंतिम रूप देने तथा फसल स्थापना के लिए उचित दूरी सुनिश्चित करने की सलाह दी जाती है।,"Farmers in Nandurbar are advised to begin sowing only after receiving 75–100 mm rainfall. Use short-duration Bt/non-Bt varieties for rainfed conditions and mid/late varieties for irrigated fields. Treat seeds with Carboxin (1g/kg) or Thiram (3g/kg), along with Azotobacter for nitrogen fixation and PSB (20–25g/kg) for phosphate solubilization. Include greengram or blackgram as intercrops in 1:1 row ratio. Apply Pendimethalin (700ml/acre) as pre-emergence weedicide. Follow recommended spacing and fertilizer doses based on cotton type","नंदुरबार के किसानों को सलाह दी जाती है कि 75–100 मिमी वर्षा के बाद ही बुवाई शुरू करें। वर्षा आधारित खेती के लिए अल्प अवधि वाली बीटी/गैर-बीटी किस्में और सिंचित खेतों के लिए मध्यम/देरी से पकने वाली किस्में चुनें। बीजों को कार्बोक्सिन (1ग्रा/किग्रा) या थायरम (3ग्रा/किग्रा) से उपचारित करें, साथ ही नाइट्रोजन स्थिरीकरण के लिए एजोटोबैक्टर और फॉस्फेट घोलीकरण के लिए पीएसबी (20–25ग्रा/किग्रा) मिलाएँ। मूंग/उड़द को 1:1 पंक्ति अनुपात में अंतरफसल के रूप में उगाएँ। पेंडीमेथालिन (700मिली/एकड़) का पूर्व-अंकुरण खरपतवारनाशी के रूप में उपयोग करें। कपास प्रकार के अनुसार निर्धारित दूरी और उर्वरक मात्रा का पालन करें"
Maharashtra,Jalgaon,6/2/2025,6/8/2025,"Land preparation has been completed in Jalgaon, and field layout for sowing is currently in progress. Farmers are advised to finalize seed selection and ensure proper spacing for optimal crop establishment.",जळगाव (जालगाँव) में भूमि की तैयारी पूरी हो चुकी है और बुवाई के लिए खेत का लेआउट कार्य चल रहा है। किसानों को बीज चयन अंतिम रूप देने तथा फसल स्थापना के लिए उचित दूरी सुनिश्चित करने की सलाह दी जाती है।,"Farmers in Jalgaon are advised to begin sowing only after receiving 75–100 mm rainfall. Use short-duration Bt/non-Bt varieties for rainfed conditions and mid/late varieties for irrigated fields. Treat seeds with Carboxin (1g/kg) or Thiram (3g/kg), along with Azotobacter for nitrogen fixation and PSB (20–25g/kg) for phosphate solubilization. Include greengram or blackgram as intercrops in 1:1 row ratio. Apply Pendimethalin (700ml/acre) as pre-emergence weedicide. Follow recommended spacing and fertilizer doses based on cotton type","जळगाव (जालगाँव) के किसानों को सलाह दी जाती है कि 75–100 मिमी वर्षा के बाद ही बुवाई शुरू करें। वर्षा आधारित खेती के लिए अल्प अवधि वाली बीटी/गैर-बीटी किस्में और सिंचित खेतों के लिए मध्यम/देरी से पकने वाली किस्में चुनें। बीजों को कार्बोक्सिन (1ग्रा/किग्रा) या थायरम (3ग्रा/किग्रा) से उपचारित करें, साथ ही नाइट्रोजन स्थिरीकरण के लिए एजोटोबैक्टर और फॉस्फेट घोलीकरण के लिए पीएसबी (20–25ग्रा/किग्रा) मिलाएँ। मूंग/उड़द को 1:1 पंक्ति अनुपात में अंतरफसल के रूप में उगाएँ। पेंडीमेथालिन (700मिली/एकड़) का पूर्व-अंकुरण खरपतवारनाशी के रूप में उपयोग करें। कपास प्रकार के अनुसार निर्धारित दूरी और उर्वरक मात्रा का पालन करें"
Maharashtra,Ahmednagar,6/2/2025,6/8/2025,"Land preparation has been completed in Ahmednagar, and field layout for sowing is currently in progress. Farmers are advised to finalize seed selection and ensure proper spacing for optimal crop establishment.",अहमदनगर में भूमि की तैयारी पूरी हो चुकी है और बुवाई के लिए खेत का लेआउट कार्य चल रहा है। किसानों को बीज चयन अंतिम रूप देने तथा फसल स्थापना के लिए उचित दूरी सुनिश्चित करने की सलाह दी जाती है।,"Farmers in Ahmednagar are advised to begin sowing only after receiving 75–100 mm rainfall. Use short-duration Bt/non-Bt varieties for rainfed conditions and mid/late varieties for irrigated fields. Treat seeds with Carboxin (1g/kg) or Thiram (3g/kg), along with Azotobacter for nitrogen fixation and PSB (20–25g/kg) for phosphate solubilization. Include greengram or blackgram as intercrops in 1:1 row ratio. Apply Pendimethalin (700ml/acre) as pre-emergence weedicide. Follow recommended spacing and fertilizer doses based on cotton type.","अहमदनगर के किसानों को सलाह दी जाती है कि 75–100 मिमी वर्षा के बाद ही बुवाई शुरू करें। वर्षा आधारित खेती के लिए अल्प अवधि वाली बीटी/गैर-बीटी किस्में और सिंचित खेतों के लिए मध्यम/देरी से पकने वाली किस्में चुनें। बीजों को कार्बोक्सिन (1ग्रा/किग्रा) या थायरम (3ग्रा/किग्रा) से उपचारित करें, साथ ही नाइट्रोजन स्थिरीकरण के लिए एजोटोबैक्टर और फॉस्फेट घोलीकरण के लिए पीएसबी (20–25ग्रा/किग्रा) मिलाएँ। मूंग/उड़द को 1:1 पंक्ति अनुपात में अंतरफसल के रूप में उगाएँ। पेंडीमेथालिन (700मिली/एकड़) का पूर्व-अंकुरण खरपतवारनाशी के रूप में उपयोग करें। कपास प्रकार के अनुसार निर्धारित दूरी और उर्वरक मात्रा का पालन करें।"
Maharashtra,Aurangabad,6/2/2025,6/8/2025,"Land preparation has been completed in Aurangabad, and field layout for sowing is currently in progress. Farmers are advised to finalize seed selection and ensure proper spacing for optimal crop establishment.",औरंगाबाद में भूमि की तैयारी पूरी हो चुकी है और बुवाई के लिए खेत का लेआउट कार्य चल रहा है। किसानों को बीज चयन अंतिम रूप देने तथा फसल स्थापना के लिए उचित दूरी सुनिश्चित करने की सलाह दी जाती है।,"Start sowing after 75–100 mm rainfall. Use short-duration Bt/non-Bt for rainfed, mid/late for irrigated. Seed treatment: Carboxin/Thiram + Azotobacter + PSB. Intercrop greengram/blackgram (1:1). Apply Pendimethalin pre-emergence. Follow spacing/fertilizer as per cotton type.","75–100 मिमी वर्षा के बाद बुवाई शुरू करें। वर्षा आधारित को अल्प अवधि बीटी/गैर-बीटी, सिंचित को मध्यम/देरी वाली किस्में। बीजोपचार: कार्बोक्सिन/थायरम + एजोटोबैक्टर + पीएसबी। मूंग/उड़द अंतरफसल (1:1)। पेंडीमेथालिन पूर्व-अंकुरण छिड़कें। कपास प्रकार अनुसार दूरी/उर्वरक दें।"
Maharashtra,Jalna,6/2/2025,6/8/2025,"Land preparation has been completed in Jalna, and field layout for sowing is currently in progress. Farmers are advised to finalize seed selection and ensure proper spacing for optimal crop establishment.",जालना में भूमि की तैयारी पूरी हो चुकी है और बुवाई के लिए खेत का लेआउट कार्य चल रहा है। किसानों को बीज चयन अंतिम रूप देने तथा फसल स्थापना के लिए उचित दूरी सुनिश्चित करने की सलाह दी जाती है।,"Farmers in Jalna are advised to begin sowing only after receiving 75–100 mm rainfall. Use short-duration Bt/non-Bt varieties for rainfed conditions and mid/late varieties for irrigated fields. Treat seeds with Carboxin (1g/kg) or Thiram (3g/kg), along with Azotobacter for nitrogen fixation and PSB (20–25g/kg) for phosphate solubilization. Include greengram or blackgram as intercrops in 1:1 row ratio. Apply Pendimethalin (700ml/acre) as pre-emergence weedicide. Follow recommended spacing and fertilizer doses based on cotton type.","जालना के किसानों को सलाह दी जाती है कि 75–100 मिमी वर्षा के बाद ही बुवाई शुरू करें। वर्षा आधारित खेती के लिए अल्प अवधि वाली बीटी/गैर-बीटी किस्में और सिंचित खेतों के लिए मध्यम/देरी से पकने वाली किस्में चुनें। बीजों को कार्बोक्सिन (1ग्रा/किग्रा) या थायरम (3ग्रा/किग्रा) से उपचारित करें, साथ ही एजोटोबैक्टर (नाइट्रोजन स्थिरीकरण हेतु) और पीएसबी (20–25ग्रा/किग्रा) (फॉस्फेट घोलीकरण हेतु) मिलाएँ। मूंग/उड़द को 1:1 पंक्ति अनुपात में अंतरफसल के रूप में उगाएँ। पेंडीमेथालिन (700मिली/एकड़) का पूर्व-अंकुरण खरपतवारनाशी के रूप में उपयोग करें। कपास प्रकार के अनुसार निर्धारित दूरी और उर्वरक मात्रा का पालन करें।"
Maharashtra,Beed,6/2/2025,6/8/2025,"Land preparation has been completed in Beed, and field layout for sowing is currently in progress. Farmers are advised to finalize seed selection and ensure proper spacing for optimal crop establishment.",बीड में भूमि की तैयारी पूरी हो चुकी है और बुवाई के लिए खेत का लेआउट कार्य चल रहा है। किसानों को बीज चयन अंतिम रूप देने तथा फसल स्थापना के लिए उचित दूरी सुनिश्चित करने की सलाह दी जाती है।,"Farmers in Beed should begin sowing only after receiving 75-100 mm rainfall. Use short-duration Bt/non-Bt varieties for rainfed conditions and mid/late varieties for irrigated fields. Treat seeds with Carboxin (1g/kg) or Thiram (3g/kg), along with Azotobacter for nitrogen fixation and PSB (20-25g/kg) for phosphate solubilization. Include greengram or blackgram as intercrops in 1:1 row ratio. Apply Pendimethalin (700ml/acre) as pre-emergence weedicide. Follow recommended spacing and fertilizer doses based on cotton type.","बीड के किसानों को 75-100 मिमी वर्षा प्राप्त होने के बाद ही बुवाई शुरू करनी चाहिए। वर्षा आधारित खेती के लिए अल्प अवधि वाली बीटी/गैर-बीटी किस्में और सिंचित खेतों के लिए मध्यम/देरी से पकने वाली किस्में उपयोग करें। बीजों को कार्बोक्सिन (1ग्रा/किग्रा) या थायरम (3ग्रा/किग्रा) से उपचारित करें, साथ ही नाइट्रोजन स्थिरीकरण के लिए एजोटोबैक्टर और फॉस्फेट घोलीकरण के लिए पीएसबी (20-25ग्रा/किग्रा) मिलाएँ। मूंग/उड़द को 1:1 पंक्ति अनुपात में अंतरफसल के रूप में उगाएँ। पेंडीमेथालिन (700मिली/एकड़) का पूर्व-अंकुरण खरपतवारनाशी के रूप में उपयोग करें। कपास प्रकार के अनुसार निर्धारित दूरी और उर्वरक मात्रा का पालन करें।"
Maharashtra,Nanded,6/2/2025,6/8/2025,"Land preparation has been completed in Nanded, and field layout for sowing is currently in progress. Farmers are advised to finalize selection of certified seeds, ensure proper row spacing during field layout, and complete preparation of irrigation channels for optimal crop establishment.","नांदेड़ में भूमि की तैयारी पूरी हो चुकी है और बुवाई के लिए खेत का लेआउट कार्य चल रहा है। किसानों को प्रमाणित बीजों का चयन पूर्ण करने, खेत लेआउट के दौरान उचित पंक्ति अंतराल सुनिश्चित करने तथा फसल स्थापना के लिए सिंचाई नालियों की तैयारी पूरी करने की सलाह दी जाती है।","Farmers in Nanded should begin sowing only after receiving 75-100 mm rainfall. Use short-duration Bt/non-Bt varieties for rainfed conditions and mid/late varieties for irrigated fields. Treat seeds with Carboxin (1g/kg) or Thiram (3g/kg), along with Azotobacter for nitrogen fixation and PSB (20-25g/kg) for phosphate solubilization. Include greengram or blackgram as intercrops in 1:1 row ratio. Apply Pendimethalin (700ml/acre) as pre-emergence weedicide. Follow recommended spacing and fertilizer doses based on cotton type.","नांदेड के किसानों को 75-100 मिमी वर्षा प्राप्त होने के बाद ही बुवाई शुरू करनी चाहिए। वर्षा आधारित खेती के लिए अल्प अवधि वाली बीटी/गैर-बीटी किस्में और सिंचित खेतों के लिए मध्यम/देरी से पकने वाली किस्में उपयोग करें। बीजों को कार्बोक्सिन (1ग्रा/किग्रा) या थायरम (3ग्रा/किग्रा) से उपचारित करें, साथ ही नाइट्रोजन स्थिरीकरण के लिए एजोटोबैक्टर और फॉस्फेट घोलीकरण के लिए पीएसबी (20-25ग्रा/किग्रा) मिलाएँ। मूंग/उड़द को 1:1 पंक्ति अनुपात में अंतरफसल के रूप में उगाएँ। पेंडीमेथालिन (700मिली/एकड़) का पूर्व-अंकुरण खरपतवारनाशी के रूप में उपयोग करें। कपास प्रकार के अनुसार निर्धारित दूरी और उर्वरक मात्रा का पालन करें।"
Maharashtra,Parbhani,6/2/2025,6/8/2025,"Land preparation has been completed in Parbhani, and field layout for sowing is currently in progress. Farmers are advised to finalize seed selection and ensure proper spacing for optimal crop establishment.",परभणी में भूमि की तैयारी पूरी हो चुकी है और बुवाई के लिए खेत का लेआउट कार्य चल रहा है। किसानों को बीज चयन अंतिम रूप देने तथा फसल स्थापना के लिए उचित दूरी सुनिश्चित करने की सलाह दी जाती है।,"Begin sowing after 75-100 mm rainfall. Use short-duration Bt/non-Bt for rainfed, mid/late for irrigated. Seed treatment: Carboxin/Thiram + Azotobacter + PSB. Intercrop greengram/blackgram (1:1). Apply Pendimethalin pre-emergence. Follow spacing/fertilizer as per cotton type.","75-100 मिमी वर्षा के बाद बुवाई शुरू करें। वर्षा आधारित को अल्प अवधि बीटी/गैर-बीटी, सिंचित को मध्यम/देरी वाली किस्में। बीजोपचार: कार्बोक्सिन/थायरम + एजोटोबैक्टर + पीएसबी। मूंग/उड़द अंतरफसल (1:1)। पेंडीमेथालिन पूर्व-अंकुरण छिड़कें। कपास प्रकार अनुसार दूरी/उर्वरक दें।"
Maharashtra,Hingoli,6/2/2025,6/8/2025,"Land preparation has been completed in Hingoli, and field layout for sowing is currently in progress. Farmers are advised to finalize seed selection and ensure proper spacing for optimal crop establishment.",हिंगोली में भूमि की तैयारी पूरी हो चुकी है और बुवाई के लिए खेत का लेआउट कार्य चल रहा है। किसानों को बीज चयन अंतिम रूप देने तथा फसल स्थापना के लिए उचित दूरी सुनिश्चित करने की सलाह दी जाती है।,"Begin sowing after 75-100 mm rainfall. Use short-duration Bt/non-Bt for rainfed, mid/late for irrigated. Seed treatment: Carboxin/Thiram + Azotobacter + PSB. Intercrop greengram/blackgram (1:1). Apply Pendimethalin pre-emergence. Follow spacing/fertilizer as per cotton type.","75-100 मिमी वर्षा के बाद बुवाई शुरू करें। वर्षा आधारित को अल्प अवधि बीटी/गैर-बीटी, सिंचित को मध्यम/देरी वाली किस्में। बीजोपचार: कार्बोक्सिन/थायरम + एजोटोबैक्टर + पीएसबी। मूंग/उड़द अंतरफसल (1:1)। पेंडीमेथालिन पूर्व-अंकुरण छिड़कें। कपास प्रकार अनुसार दूरी/उर्वरक दें।"
Maharashtra,Buldhana,6/2/2025,6/8/2025,"Land preparation has been completed in Buldhana, and field layout for sowing is currently in progress. Farmers are advised to finalize seed selection and ensure proper spacing for optimal crop establishment.",बुलढाणा में भूमि की तैयारी पूरी हो चुकी है और बुवाई के लिए खेत का लेआउट कार्य चल रहा है। किसानों को बीज चयन अंतिम रूप देने तथा फसल स्थापना के लिए उचित दूरी सुनिश्चित करने की सलाह दी जाती है।,"Begin sowing after 75-100 mm rainfall. Use short-duration Bt/non-Bt for rainfed, mid/late for irrigated. Seed treatment: Carboxin/Thiram + Azotobacter + PSB. Intercrop greengram/blackgram (1:1). Apply Pendimethalin pre-emergence. Follow spacing/fertilizer as per cotton type.","75-100 मिमी वर्षा के बाद बुवाई शुरू करें। वर्षा आधारित को अल्प अवधि बीटी/गैर-बीटी, सिंचित को मध्यम/देरी वाली किस्में। बीजोपचार: कार्बोक्सिन/थायरम + एजोटोबैक्टर + पीएसबी। मूंग/उड़द अंतरफसल (1:1)। पेंडीमेथालिन पूर्व-अंकुरण छिड़कें। कपास प्रकार अनुसार दूरी/उर्वरक दें।"
Maharashtra,Akola,6/2/2025,6/8/2025,"Land preparation has been completed in Akola, and field layout for sowing is currently in progress. Farmers are advised to finalize seed selection and ensure proper spacing for optimal crop establishment.",अकोला में भूमि की तैयारी पूरी हो चुकी है और बुवाई के लिए खेत का लेआउट कार्य चल रहा है। किसानों को बीज चयन अंतिम रूप देने तथा फसल स्थापना के लिए उचित दूरी सुनिश्चित करने की सलाह दी जाती है।,Start sowing after 75-100 mm rainfall. Use short-duration Bt/non-Bt varieties for rainfed and mid/late varieties for irrigated fields. Treat seeds with Carboxin or Thiram. Add Azotobacter and PSB. Include greengram/blackgram as intercrops. Use Pendimethalin weedicide. Follow spacing and fertilizer doses as per cotton type.,75-100 मिमी वर्षा के बाद बुवाई शुरू करें। वर्षा आधारित खेती के लिए अल्प अवधि वाली बीटी/गैर-बीटी किस्में और सिंचित खेतों के लिए मध्यम/देरी से पकने वाली किस्में उपयोग करें। बीजों को कार्बोक्सिन या थायरम से उपचारित करें। एजोटोबैक्टर और पीएसबी मिलाएँ। मूंग/उड़द को अंतरफसल के रूप में उगाएँ। पेंडीमेथालिन खरपतवारनाशी का उपयोग करें। कपास प्रकार के अनुसार दूरी और उर्वरक की मात्रा का पालन करें।
Maharashtra,Washim,6/2/2025,6/8/2025,"Land preparation has been completed in Washim, and field layout for sowing is currently in progress. Farmers are advised to finalize seed selection and ensure proper spacing for optimal crop establishment.",वाशिम में भूमि की तैयारी पूरी हो चुकी है और बुवाई के लिए खेत का लेआउट कार्य चल रहा है। किसानों को बीज चयन अंतिम रूप देने तथा फसल स्थापना के लिए उचित दूरी सुनिश्चित करने की सलाह दी जाती है।,"Start sowing after 75-100 mm rainfall. Use short-duration Bt/non-Bt varieties for rainfed and mid/late varieties for irrigated fields. Treat seeds with Carboxin (1g/kg) or Thiram (3g/kg). Add Azotobacter (for nitrogen fixation) and PSB (20-25g/kg for phosphate solubilization). Include greengram/blackgram as intercrops in 1:1 ratio. Apply Pendimethalin (700ml/acre) as pre-emergence weedicide. Follow spacing (60x30 cm for arboreum, 90x60 cm for Bt hybrids) and fertilizer doses (60:30:30 NPK kg/ha for rainfed, 120:60:60 for irrigated) as per cotton type.","75-100 मिमी वर्षा के बाद बुवाई शुरू करें। वर्षा आधारित खेती के लिए अल्प अवधि वाली बीटी/गैर-बीटी किस्में और सिंचित खेतों के लिए मध्यम/देरी से पकने वाली किस्में उपयोग करें। बीजों को कार्बोक्सिन (1ग्रा/किग्रा) या थायरम (3ग्रा/किग्रा) से उपचारित करें। एजोटोबैक्टर (नाइट्रोजन स्थिरीकरण हेतु) और पीएसबी (20-25ग्रा/किग्रा, फॉस्फेट घोलीकरण हेतु) मिलाएँ। मूंग/उड़द को 1:1 अनुपात में अंतरफसल के रूप में उगाएँ। पेंडीमेथालिन (700मिली/एकड़) का पूर्व-अंकुरण छिड़काव करें। कपास प्रकार के अनुसार दूरी (अरबोरियम 60x30 सेमी, बीटी संकर 90x60 सेमी) और उर्वरक मात्रा (वर्षा आधारित 60:30:30 एनपीके किग्रा/हे, सिंचित 120:60:60) का पालन करें।"
